participant, method, gaze, completion, cur_finger, prev_finger, type, duration_ms, cand_total, cand_index, time_since_1970_ms
classic,TapGazer,GS,NC,q,u,tap,97.7441,0,0,1603412997703.3500
classic,TapGazer,GS,NC,u,q,tap,216.9363,0,0,1603412997920.2800
classic,TapGazer,GS,NC,t,u,tap,181.5192,0,0,1603412998101.8000
classic,TapGazer,GS,NC,4,t,tap,224.3964,0,0,1603412998326.2000
classic,TapGazer,GS,NC,4,4,tap,189.1291,0,0,1603412998515.3300
classic,TapGazer,GS,NC,n,4,selection,218.2733,1,0,1603412998733.6000
classic,TapGazer,GS,NC,t,,tap,0.0000,0,0,1603412999906.0200
classic,TapGazer,GS,NC,u,t,tap,106.7505,0,0,1603413000012.7800
classic,TapGazer,GS,NC,q,u,tap,112.6985,0,0,1603413000125.4700
classic,TapGazer,GS,NC,u,q,tap,266.2893,0,0,1603413000391.7600
classic,TapGazer,GS,NC,9,u,tap,227.4176,0,0,1603413000619.1800
classic,TapGazer,GS,NC,n,9,selection,422.8415,1,0,1603413001042.0200
classic,TapGazer,GS,NC,u,n,tap,266.2427,0,0,1603413001308.2600
classic,TapGazer,GS,NC,0,u,tap,77.3235,0,0,1603413001385.5900
classic,TapGazer,GS,NC,u,0,tap,123.6705,0,0,1603413001509.2600
classic,TapGazer,GS,NC,n,u,selection,393.1095,5,0,1603413001902.3700
classic,TapGazer,GS,NC,t,n,tap,283.1038,0,0,1603413002185.4700
classic,TapGazer,GS,NC,0,t,tap,97.7379,0,0,1603413002283.2100
classic,TapGazer,GS,NC,t,0,tap,113.6966,0,0,1603413002396.9100
classic,TapGazer,GS,NC,n,t,selection,411.9054,5,0,1603413002808.8100
classic,TapGazer,GS,NC,u,n,tap,235.6643,0,0,1603413003044.4800
classic,TapGazer,GS,NC,0,u,tap,88.4677,0,0,1603413003132.9400
classic,TapGazer,GS,NC,u,0,tap,112.2294,0,0,1603413003245.1700
classic,TapGazer,GS,NC,t,u,tap,173.8759,0,0,1603413003419.0500
classic,TapGazer,GS,NC,n,t,selection,313.4386,3,0,1603413003732.4900
classic,TapGazer,GS,NC,u,n,tap,308.7874,0,0,1603413004041.2800
classic,TapGazer,GS,NC,4,u,tap,37.8953,0,0,1603413004079.1700
classic,TapGazer,GS,NC,0,4,tap,177.9150,0,0,1603413004257.0900
classic,TapGazer,GS,NC,[,0,tap,116.7200,0,0,1603413004373.8100
classic,TapGazer,GS,NC,n,[,selection,363.4195,1,0,1603413004737.2300
classic,TapGazer,GS,NC,u,,tap,0.0000,0,0,1603413005836.3200
classic,TapGazer,GS,NC,0,u,tap,80.8391,0,0,1603413005917.1600
classic,TapGazer,GS,NC,n,0,selection,636.3913,5,0,1603413006553.5500
classic,TapGazer,GS,NC,4,n,tap,308.9618,0,0,1603413006862.5100
classic,TapGazer,GS,NC,3,4,tap,192.4205,0,0,1603413007054.9300
classic,TapGazer,GS,NC,4,3,tap,342.4138,0,0,1603413007397.3500
classic,TapGazer,GS,NC,u,4,tap,167.3855,0,0,1603413007564.7300
classic,TapGazer,GS,NC,q,u,tap,111.7035,0,0,1603413007676.4400
classic,TapGazer,GS,NC,n,q,selection,539.5664,1,0,1603413008216.0000
classic,TapGazer,GS,NC,3,n,tap,639.9924,0,0,1603413008856.0000
classic,TapGazer,GS,NC,9,3,tap,83.8078,0,0,1603413008939.8000
classic,TapGazer,GS,NC,t,9,tap,110.8783,0,0,1603413009050.6800
classic,TapGazer,GS,NC,u,t,tap,102.7364,0,0,1603413009153.4200
classic,TapGazer,GS,NC,0,u,tap,144.3923,0,0,1603413009297.8100
classic,TapGazer,GS,NC,u,0,tap,56.8538,0,0,1603413009354.6600
classic,TapGazer,GS,NC,n,u,selection,343.8653,1,0,1603413009698.5300
classic,TapGazer,GS,NC,q,n,tap,339.3993,0,0,1603413010037.9300
classic,TapGazer,GS,NC,n,q,selection,663.7995,3,0,1603413010701.7300
classic,TapGazer,GS,NC,t,n,tap,262.8076,0,0,1603413010964.5400
classic,TapGazer,GS,NC,9,t,tap,120.6788,0,0,1603413011085.2200
classic,TapGazer,GS,NC,0,9,tap,122.8362,0,0,1603413011208.0500
classic,TapGazer,GS,NC,0,0,tap,167.7940,0,0,1603413011375.8500
classic,TapGazer,GS,NC,n,0,selection,403.1944,3,0,1603413011779.0400
classic,TapGazer,GS,NC,t,,tap,0.0000,0,0,1603413012573.1000
classic,TapGazer,GS,NC,u,t,tap,65.8430,0,0,1603413012638.9400
classic,TapGazer,GS,NC,4,u,tap,141.5896,0,0,1603413012780.5300
classic,TapGazer,GS,NC,n,4,selection,258.3087,3,0,1603413013038.8400
classic,TapGazer,GS,NC,4,n,tap,314.7833,0,0,1603413013354.6200
classic,TapGazer,GS,NC,3,4,tap,229.3879,0,0,1603413013584.0100
classic,TapGazer,GS,NC,q,3,tap,100.5302,0,0,1603413013684.5400
classic,TapGazer,GS,NC,b,q,deletion,687.2826,0,0,1603413014371.8200
classic,TapGazer,GS,NC,4,b,tap,501.1448,0,0,1603413014872.9700
classic,TapGazer,GS,NC,q,4,tap,458.5642,0,0,1603413015331.5300
classic,TapGazer,GS,NC,t,q,tap,188.6286,0,0,1603413015520.1600
classic,TapGazer,GS,NC,0,t,tap,190.6941,0,0,1603413015710.8500
classic,TapGazer,GS,NC,u,0,tap,126.1412,0,0,1603413015837.0000
classic,TapGazer,GS,NC,n,u,selection,317.6486,1,0,1603413016154.6400
classic,TapGazer,GS,NC,t,n,tap,557.7454,0,0,1603413016712.3900
classic,TapGazer,GS,NC,9,t,tap,100.7317,0,0,1603413016813.1200
classic,TapGazer,GS,NC,t,9,tap,121.3263,0,0,1603413016934.4500
classic,TapGazer,GS,NC,4,t,tap,190.6828,0,0,1603413017125.1300
classic,TapGazer,GS,NC,n,4,selection,1076.7836,7,3,1603413018201.9100
classic,TapGazer,GS,NC,t,n,tap,468.9844,0,0,1603413018670.9000
classic,TapGazer,GS,NC,4,t,tap,377.3617,0,0,1603413019048.2600
classic,TapGazer,GS,NC,t,4,tap,235.0656,0,0,1603413019283.3300
classic,TapGazer,GS,NC,3,t,tap,224.3994,0,0,1603413019507.7200
classic,TapGazer,GS,NC,n,3,selection,320.6507,1,0,1603413019828.3800
classic,TapGazer,GS,NC,t,n,tap,257.4042,0,0,1603413020085.7800
classic,TapGazer,GS,NC,u,t,tap,112.3176,0,0,1603413020198.1000
classic,TapGazer,GS,NC,4,u,tap,101.7589,0,0,1603413020299.8600
classic,TapGazer,GS,NC,n,4,selection,344.0929,3,0,1603413020643.9500
classic,TapGazer,GS,NC,3,n,tap,214.3521,0,0,1603413020858.3000
classic,TapGazer,GS,NC,0,3,tap,145.7793,0,0,1603413021004.0800
classic,TapGazer,GS,NC,t,0,tap,123.9173,0,0,1603413021128.0000
classic,TapGazer,GS,NC,9,t,tap,123.0080,0,0,1603413021251.0100
classic,TapGazer,GS,NC,b,9,deletion,704.5661,0,0,1603413021955.5700
classic,TapGazer,GS,NC,3,b,tap,714.2779,0,0,1603413022669.8500
classic,TapGazer,GS,NC,0,3,tap,634.8727,0,0,1603413023304.7200
classic,TapGazer,GS,NC,t,0,tap,157.8820,0,0,1603413023462.6000
classic,TapGazer,GS,NC,u,t,tap,222.3774,0,0,1603413023684.9800
classic,TapGazer,GS,NC,n,u,selection,839.4294,2,1,1603413024524.4100
classic,TapGazer,GS,NC,t,,tap,0.0000,0,0,1603413026085.4600
classic,TapGazer,GS,NC,u,t,tap,110.2306,0,0,1603413026195.6900
classic,TapGazer,GS,NC,4,u,tap,136.5422,0,0,1603413026332.2300
classic,TapGazer,GS,NC,9,4,tap,141.6220,0,0,1603413026473.8500
classic,TapGazer,GS,NC,0,9,tap,144.6449,0,0,1603413026618.5000
classic,TapGazer,GS,NC,4,0,tap,192.4784,0,0,1603413026810.9800
classic,TapGazer,GS,NC,n,4,selection,226.0361,1,0,1603413027037.0100
classic,TapGazer,GS,NC,u,n,tap,301.8202,0,0,1603413027338.8300
classic,TapGazer,GS,NC,[,u,tap,135.0567,0,0,1603413027473.8900
classic,TapGazer,GS,NC,n,[,selection,434.2749,3,0,1603413027908.1600
classic,TapGazer,GS,NC,t,n,tap,209.5118,0,0,1603413028117.6800
classic,TapGazer,GS,NC,0,t,tap,90.7516,0,0,1603413028208.4300
classic,TapGazer,GS,NC,t,0,tap,101.0946,0,0,1603413028309.5200
classic,TapGazer,GS,NC,n,t,selection,358.0691,5,0,1603413028667.5900
classic,TapGazer,GS,NC,3,n,tap,453.3764,0,0,1603413029120.9700
classic,TapGazer,GS,NC,q,3,tap,99.7338,0,0,1603413029221.6800
classic,TapGazer,GS,NC,t,q,tap,190.2320,0,0,1603413029411.9100
classic,TapGazer,GS,NC,4,t,tap,57.8403,0,0,1603413029469.7500
classic,TapGazer,GS,NC,t,4,tap,181.1509,0,0,1603413029650.9000
classic,TapGazer,GS,NC,u,t,tap,133.4715,0,0,1603413029784.3700
classic,TapGazer,GS,NC,n,u,selection,325.4038,1,0,1603413030109.7700
classic,TapGazer,GS,NC,t,,tap,0.0000,0,0,1603413030914.7000
classic,TapGazer,GS,NC,u,t,tap,89.8910,0,0,1603413031005.5500
classic,TapGazer,GS,NC,9,u,tap,91.7537,0,0,1603413031097.3100
classic,TapGazer,GS,NC,3,9,tap,71.8077,0,0,1603413031169.1100
classic,TapGazer,GS,NC,n,3,selection,298.4002,1,0,1603413031467.5100
classic,TapGazer,GS,NC,9,n,tap,192.3261,0,0,1603413031659.8400
classic,TapGazer,GS,NC,3,9,tap,79.2515,0,0,1603413031739.0900
classic,TapGazer,GS,NC,n,3,selection,254.1035,1,0,1603413031993.2000
classic,TapGazer,GS,NC,t,n,tap,344.6822,0,0,1603413032337.8800
classic,TapGazer,GS,NC,0,t,tap,147.3120,0,0,1603413032485.1900
classic,TapGazer,GS,NC,0,0,tap,125.4938,0,0,1603413032610.6800
classic,TapGazer,GS,NC,n,0,selection,312.3910,2,0,1603413032923.0700
classic,TapGazer,GS,NC,9,n,tap,256.6503,0,0,1603413033179.7200
classic,TapGazer,GS,NC,u,9,tap,336.1904,0,0,1603413033515.9200
classic,TapGazer,GS,NC,4,u,tap,224.4154,0,0,1603413033740.3300
classic,TapGazer,GS,NC,u,4,tap,131.3086,0,0,1603413033871.6400
classic,TapGazer,GS,NC,b,u,deletion,572.2542,0,0,1603413034443.8900
classic,TapGazer,GS,NC,9,b,tap,322.5540,0,0,1603413034766.4500
classic,TapGazer,GS,NC,u,9,tap,174.3979,0,0,1603413034940.8500
classic,TapGazer,GS,NC,4,u,tap,832.3230,0,0,1603413035773.1700
classic,TapGazer,GS,NC,u,4,tap,166.2288,0,0,1603413035939.4000
classic,TapGazer,GS,NC,n,u,selection,570.0631,1,-1,1603413036509.4600
classic,TapGazer,GS,NC,t,n,tap,1015.6945,0,0,1603413037525.1500
classic,TapGazer,GS,NC,0,t,tap,88.7508,0,0,1603413037613.9100
classic,TapGazer,GS,NC,n,0,selection,391.0985,4,0,1603413038005.0000
classic,TapGazer,GS,NC,u,n,tap,376.5223,0,0,1603413038381.5300
classic,TapGazer,GS,NC,q,u,tap,88.4625,0,0,1603413038469.9900
classic,TapGazer,GS,NC,u,q,tap,145.8325,0,0,1603413038615.8200
classic,TapGazer,GS,NC,4,u,tap,204.6934,0,0,1603413038820.5100
classic,TapGazer,GS,NC,0,4,tap,256.5460,0,0,1603413039077.0600
classic,TapGazer,GS,NC,4,0,tap,279.1263,0,0,1603413039356.1900
classic,TapGazer,GS,NC,n,4,selection,403.3063,1,0,1603413039759.4900
classic,TapGazer,GS,NC,[,,tap,0.0000,0,0,1603413040616.1900
classic,TapGazer,GS,NC,t,[,tap,99.7319,0,0,1603413040715.9300
classic,TapGazer,GS,NC,0,t,tap,189.5733,0,0,1603413040905.5000
classic,TapGazer,GS,NC,t,0,tap,250.3814,0,0,1603413041155.8800
classic,TapGazer,GS,NC,4,t,tap,85.3170,0,0,1603413041241.2000
classic,TapGazer,GS,NC,4,4,tap,211.3886,0,0,1603413041452.5900
classic,TapGazer,GS,NC,t,4,tap,552.4098,0,0,1603413042005.0000
classic,TapGazer,GS,NC,n,t,selection,381.3527,1,0,1603413042386.3500
classic,TapGazer,GS,NC,u,n,tap,656.5887,0,0,1603413043042.9400
classic,TapGazer,GS,NC,0,u,tap,113.0758,0,0,1603413043156.0100
classic,TapGazer,GS,NC,u,0,tap,109.2866,0,0,1603413043265.3000
classic,TapGazer,GS,NC,t,u,tap,145.3852,0,0,1603413043410.6800
classic,TapGazer,GS,NC,n,t,selection,336.5177,3,0,1603413043747.2000
classic,TapGazer,GS,NC,u,n,tap,469.0128,0,0,1603413044216.2200
classic,TapGazer,GS,NC,b,u,deletion,745.1119,0,0,1603413044961.3300
classic,TapGazer,GS,NC,4,b,tap,315.4099,0,0,1603413045276.7400
classic,TapGazer,GS,NC,u,4,tap,133.9748,0,0,1603413045410.7100
classic,TapGazer,GS,NC,t,u,tap,202.2543,0,0,1603413045612.9700
classic,TapGazer,GS,NC,9,t,tap,132.2216,0,0,1603413045745.1900
classic,TapGazer,GS,NC,t,9,tap,345.2986,0,0,1603413046090.4900
classic,TapGazer,GS,NC,0,t,tap,360.4674,0,0,1603413046450.9500
classic,TapGazer,GS,NC,u,0,tap,266.9733,0,0,1603413046717.9300
classic,TapGazer,GS,NC,9,u,tap,414.0009,0,0,1603413047131.9300
classic,TapGazer,GS,NC,n,9,selection,224.3931,1,0,1603413047356.3200
classic,TapGazer,GS,NC,3,,tap,0.0000,0,0,1603413048116.7800
classic,TapGazer,GS,NC,0,3,tap,86.7948,0,0,1603413048203.5700
classic,TapGazer,GS,NC,t,0,tap,122.2377,0,0,1603413048325.8100
classic,TapGazer,GS,NC,0,t,tap,122.9709,0,0,1603413048448.7800
classic,TapGazer,GS,NC,4,0,tap,211.1988,0,0,1603413048659.9800
classic,TapGazer,GS,NC,n,4,selection,235.0623,1,0,1603413048895.0400
classic,TapGazer,GS,NC,9,n,tap,213.9377,0,0,1603413049108.9800
classic,TapGazer,GS,NC,b,9,deletion,537.2496,0,0,1603413049646.2300
classic,TapGazer,GS,NC,[,b,tap,322.8330,0,0,1603413049969.0600
classic,TapGazer,GS,NC,0,[,tap,201.3472,0,0,1603413050170.4100
classic,TapGazer,GS,NC,[,0,tap,564.8063,0,0,1603413050735.2100
classic,TapGazer,GS,NC,u,[,tap,213.8212,0,0,1603413050949.0400
classic,TapGazer,GS,NC,0,u,tap,403.9323,0,0,1603413051352.9700
classic,TapGazer,GS,NC,q,0,tap,124.3329,0,0,1603413051477.3000
classic,TapGazer,GS,NC,t,q,tap,189.0797,0,0,1603413051666.3800
classic,TapGazer,GS,NC,9,t,tap,69.7679,0,0,1603413051736.1500
classic,TapGazer,GS,NC,0,9,tap,52.8618,0,0,1603413051789.0100
classic,TapGazer,GS,NC,u,0,tap,176.1383,0,0,1603413051965.1500
classic,TapGazer,GS,NC,n,u,selection,269.2814,1,0,1603413052235.4000
classic,TapGazer,GS,NC,9,n,tap,415.4240,0,0,1603413052650.8300
classic,TapGazer,GS,NC,3,9,tap,89.0542,0,0,1603413052739.8800
classic,TapGazer,GS,NC,n,3,selection,353.9311,1,0,1603413053093.8100
classic,TapGazer,GS,NC,t,n,tap,359.9048,0,0,1603413053453.7200
classic,TapGazer,GS,NC,t,t,tap,542.1598,0,0,1603413053995.8800
classic,TapGazer,GS,NC,0,t,tap,353.0616,0,0,1603413054348.9400
classic,TapGazer,GS,NC,3,0,tap,119.7230,0,0,1603413054468.6600
classic,TapGazer,GS,NC,9,3,tap,133.8674,0,0,1603413054602.5300
classic,TapGazer,GS,NC,u,9,tap,101.2899,0,0,1603413054703.8200
classic,TapGazer,GS,NC,n,u,selection,301.1050,1,0,1603413055004.9200
classic,TapGazer,GS,NC,t,,tap,0.0000,0,0,1603413055844.6300
classic,TapGazer,GS,NC,u,t,tap,88.8374,0,0,1603413055933.4700
classic,TapGazer,GS,NC,4,u,tap,79.5584,0,0,1603413056013.0200
classic,TapGazer,GS,NC,n,4,selection,139.6268,3,0,1603413056152.6500
classic,TapGazer,GS,NC,0,n,tap,234.3739,0,0,1603413056387.0300
classic,TapGazer,GS,NC,9,0,tap,55.8621,0,0,1603413056442.8900
classic,TapGazer,GS,NC,t,9,tap,160.7867,0,0,1603413056603.6700
classic,TapGazer,GS,NC,q,t,tap,74.7998,0,0,1603413056678.4700
classic,TapGazer,GS,NC,t,q,tap,111.5261,0,0,1603413056790.0000
classic,TapGazer,GS,NC,u,t,tap,167.2146,0,0,1603413056957.2100
classic,TapGazer,GS,NC,b,u,deletion,552.8116,0,0,1603413057510.0300
classic,TapGazer,GS,NC,0,b,tap,332.3747,0,0,1603413057842.4000
classic,TapGazer,GS,NC,9,0,tap,112.7069,0,0,1603413057955.1100
classic,TapGazer,GS,NC,t,9,tap,145.4183,0,0,1603413058100.5300
classic,TapGazer,GS,NC,q,t,tap,124.3657,0,0,1603413058224.8900
classic,TapGazer,GS,NC,t,q,tap,109.6966,0,0,1603413058334.5900
classic,TapGazer,GS,NC,u,t,tap,166.1480,0,0,1603413058500.7400
classic,TapGazer,GS,NC,n,u,selection,269.0002,1,-1,1603413058769.7400
new session
classic,TapGazer,GS,NC,0,,tap,0.0000,0,0,1603413106225.6200
classic,TapGazer,GS,NC,u,0,tap,115.6906,0,0,1603413106341.3100
classic,TapGazer,GS,NC,t,u,tap,166.5532,0,0,1603413106507.8600
classic,TapGazer,GS,NC,n,t,selection,557.3779,2,1,1603413107065.2400
classic,TapGazer,GS,NC,t,n,tap,462.5320,0,0,1603413107527.7700
classic,TapGazer,GS,NC,q,t,tap,88.8092,0,0,1603413107616.5800
classic,TapGazer,GS,NC,3,q,tap,176.2042,0,0,1603413107792.7800
classic,TapGazer,GS,NC,n,3,selection,1456.5330,4,3,1603413109249.3200
classic,TapGazer,GS,NC,u,n,tap,568.6754,0,0,1603413109817.9900
classic,TapGazer,GS,NC,9,u,tap,151.9003,0,0,1603413109969.8900
classic,TapGazer,GS,NC,t,9,tap,234.9716,0,0,1603413110204.8600
classic,TapGazer,GS,NC,b,t,deletion,430.1929,0,0,1603413110635.0600
classic,TapGazer,GS,NC,u,b,tap,308.6436,0,0,1603413110943.7000
classic,TapGazer,GS,NC,u,u,tap,157.1903,0,0,1603413111100.8900
classic,TapGazer,GS,NC,t,u,tap,315.1602,0,0,1603413111416.0500
classic,TapGazer,GS,NC,4,t,tap,128.6525,0,0,1603413111544.7000
classic,TapGazer,GS,NC,t,4,tap,89.7621,0,0,1603413111634.4600
classic,TapGazer,GS,NC,b,t,deletion,676.4071,0,0,1603413112310.8700
classic,TapGazer,GS,NC,u,b,tap,421.8706,0,0,1603413112732.7400
classic,TapGazer,GS,NC,u,u,tap,259.9437,0,0,1603413112992.6900
classic,TapGazer,GS,NC,u,u,tap,94.8962,0,0,1603413113087.5800
classic,TapGazer,GS,NC,t,u,tap,170.5441,0,0,1603413113258.1300
classic,TapGazer,GS,NC,4,t,tap,140.7213,0,0,1603413113398.8500
classic,TapGazer,GS,NC,t,4,tap,156.6150,0,0,1603413113555.4600
classic,TapGazer,GS,NC,n,t,selection,1671.3250,3,0,1603413115226.7900
classic,TapGazer,GS,NC,u,n,tap,350.4276,0,0,1603413115577.2200
classic,TapGazer,GS,NC,q,u,tap,157.6048,0,0,1603413115734.8200
classic,TapGazer,GS,NC,3,q,tap,180.1465,0,0,1603413115914.9700
classic,TapGazer,GS,NC,n,3,selection,579.7942,2,0,1603413116494.7600
classic,TapGazer,GS,NC,4,n,tap,236.3695,0,0,1603413116731.1300
classic,TapGazer,GS,NC,u,4,tap,491.6360,0,0,1603413117222.7700
classic,TapGazer,GS,NC,q,u,tap,303.4190,0,0,1603413117526.1900
classic,TapGazer,GS,NC,b,q,deletion,770.4413,0,0,1603413118296.6300
classic,TapGazer,GS,NC,4,b,tap,457.9228,0,0,1603413118754.5500
classic,TapGazer,GS,NC,u,4,tap,54.8562,0,0,1603413118809.4100
classic,TapGazer,GS,NC,q,u,tap,124.0151,0,0,1603413118933.4200
classic,TapGazer,GS,NC,u,q,tap,207.4451,0,0,1603413119140.8700
classic,TapGazer,GS,NC,t,u,tap,167.2054,0,0,1603413119308.0700
classic,TapGazer,GS,NC,4,t,tap,166.7349,0,0,1603413119474.8100
classic,TapGazer,GS,NC,4,4,tap,178.9273,0,0,1603413119653.7300
classic,TapGazer,GS,NC,n,4,selection,340.2348,1,0,1603413119993.9700
classic,TapGazer,GS,NC,t,,tap,0.0000,0,0,1603413120730.5100
classic,TapGazer,GS,NC,u,t,tap,179.5541,0,0,1603413120910.0700
classic,TapGazer,GS,NC,q,u,tap,90.7576,0,0,1603413121000.8200
classic,TapGazer,GS,NC,9,q,tap,306.1953,0,0,1603413121307.0200
classic,TapGazer,GS,NC,b,9,deletion,777.9342,0,0,1603413122084.9500
classic,TapGazer,GS,NC,t,b,tap,428.1239,0,0,1603413122513.0800
classic,TapGazer,GS,NC,u,t,tap,135.2774,0,0,1603413122648.3600
classic,TapGazer,GS,NC,q,u,tap,90.9084,0,0,1603413122739.2600
classic,TapGazer,GS,NC,u,q,tap,131.6657,0,0,1603413122870.9300
classic,TapGazer,GS,NC,u,u,tap,181.8832,0,0,1603413123052.8100
classic,TapGazer,GS,NC,9,u,tap,537.7654,0,0,1603413123590.5800
classic,TapGazer,GS,NC,u,9,tap,425.7459,0,0,1603413124016.3200
classic,TapGazer,GS,NC,b,u,deletion,524.2275,0,0,1603413124540.5500
classic,TapGazer,GS,NC,t,b,tap,1176.9432,0,0,1603413125717.4900
classic,TapGazer,GS,NC,u,t,tap,113.6683,0,0,1603413125831.1600
classic,TapGazer,GS,NC,q,u,tap,87.7652,0,0,1603413125918.9300
classic,TapGazer,GS,NC,9,q,tap,362.5975,0,0,1603413126281.5300
classic,TapGazer,GS,NC,b,9,deletion,671.7752,0,0,1603413126953.3000
classic,TapGazer,GS,NC,t,b,tap,435.8827,0,0,1603413127389.1800
classic,TapGazer,GS,NC,u,t,tap,86.8030,0,0,1603413127475.9900
classic,TapGazer,GS,NC,q,u,tap,89.3058,0,0,1603413127565.2900
classic,TapGazer,GS,NC,u,q,tap,186.8196,0,0,1603413127752.1100
classic,TapGazer,GS,NC,9,u,tap,840.6666,0,0,1603413128592.7800
classic,TapGazer,GS,NC,n,9,selection,624.2010,1,0,1603413129216.9800
classic,TapGazer,GS,NC,u,n,tap,573.8660,0,0,1603413129790.8500
classic,TapGazer,GS,NC,0,u,tap,120.7510,0,0,1603413129911.6000
classic,TapGazer,GS,NC,u,0,tap,177.4640,0,0,1603413130090.0600
classic,TapGazer,GS,NC,n,u,selection,567.2808,5,0,1603413130657.3400
classic,TapGazer,GS,NC,t,n,tap,423.2895,0,0,1603413131080.6300
classic,TapGazer,GS,NC,0,t,tap,133.7620,0,0,1603413131214.3900
classic,TapGazer,GS,NC,t,0,tap,125.6639,0,0,1603413131340.0500
classic,TapGazer,GS,NC,n,t,selection,624.4726,5,0,1603413131964.5300
classic,TapGazer,GS,NC,u,n,tap,641.4309,0,0,1603413132605.9600
classic,TapGazer,GS,NC,0,u,tap,96.7410,0,0,1603413132702.7000
classic,TapGazer,GS,NC,u,0,tap,111.1900,0,0,1603413132813.8900
classic,TapGazer,GS,NC,t,u,tap,246.5884,0,0,1603413133060.4800
classic,TapGazer,GS,NC,n,t,selection,550.4291,3,0,1603413133610.9100
classic,TapGazer,GS,NC,u,n,tap,512.8477,0,0,1603413134123.7500
classic,TapGazer,GS,NC,4,u,tap,166.4552,0,0,1603413134290.2100
classic,TapGazer,GS,NC,0,4,tap,130.6231,0,0,1603413134420.8300
classic,TapGazer,GS,NC,[,0,tap,211.8271,0,0,1603413134632.6600
classic,TapGazer,GS,NC,n,[,selection,704.0937,1,0,1603413135336.7500
classic,TapGazer,GS,NC,0,,tap,0.0000,0,0,1603413138632.8000
classic,TapGazer,GS,NC,b,0,deletion,741.7156,0,0,1603413139374.5200
classic,TapGazer,GS,NC,u,b,tap,14676.2947,0,0,1603413154050.8100
classic,TapGazer,GS,NC,0,u,tap,781.3449,0,0,1603413154832.1600
classic,TapGazer,GS,NC,n,0,selection,920.5931,5,0,1603413155752.7500
classic,TapGazer,GS,NC,4,n,tap,395.2605,0,0,1603413156148.0100
classic,TapGazer,GS,NC,3,4,tap,1031.4247,0,0,1603413157179.4400
classic,TapGazer,GS,NC,4,3,tap,365.5781,0,0,1603413157545.0200
classic,TapGazer,GS,NC,u,4,tap,182.5347,0,0,1603413157727.5500
classic,TapGazer,GS,NC,q,u,tap,94.7480,0,0,1603413157822.3000
classic,TapGazer,GS,NC,u,q,tap,280.2239,0,0,1603413158102.5200
classic,TapGazer,GS,NC,n,u,selection,507.0682,1,0,1603413158609.5900
classic,TapGazer,GS,NC,3,n,tap,641.2733,0,0,1603413159250.8600
classic,TapGazer,GS,NC,9,3,tap,134.6413,0,0,1603413159385.5100
classic,TapGazer,GS,NC,t,9,tap,123.0039,0,0,1603413159508.5100
classic,TapGazer,GS,NC,u,t,tap,137.6443,0,0,1603413159646.1500
classic,TapGazer,GS,NC,0,u,tap,144.6125,0,0,1603413159790.7700
classic,TapGazer,GS,NC,t,0,tap,345.6248,0,0,1603413160136.3900
classic,TapGazer,GS,NC,n,t,selection,268.3040,1,0,1603413160404.7000
classic,TapGazer,GS,NC,q,n,tap,426.2200,0,0,1603413160830.9200
classic,TapGazer,GS,NC,n,q,selection,502.6567,3,0,1603413161333.5700
classic,TapGazer,GS,NC,t,n,tap,276.9651,0,0,1603413161610.5400
classic,TapGazer,GS,NC,9,t,tap,135.1792,0,0,1603413161745.7200
